date,symbol,open,high,low,close,adjclose,volume,dividend,split,data_source,company_name,exchange,currency,instrument_type,market_cap_latest,trailing_pe_latest,forward_pe_latest,fifty_two_week_high_latest,fifty_two_week_low_latest,event_count,event_titles,event_summaries,event_publishers,event_links,keywords
2024-11-18,600519.SS,1486.561,1500.551,1479.561,1483.561,1483.561,27092.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-11-18 日行情文本摘要,2024-11-18，600519A股交易日行情记录；开盘价1486.56；最高价1500.55；最低价1479.56；收盘价1483.56；成交量27092；按开盘价计算当日下跌0.20%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-11-19,600519.SS,1489.561,1493.931,1449.561,1466.481,1466.481,33266.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-11-19 日行情文本摘要,2024-11-19，600519A股交易日行情记录；开盘价1489.56；最高价1493.93；最低价1449.56；收盘价1466.48；成交量33266；按开盘价计算当日下跌1.55%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-11-20,600519.SS,1467.561,1478.531,1455.861,1469.371,1469.371,21345.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-11-20 日行情文本摘要,2024-11-20，600519A股交易日行情记录；开盘价1467.56；最高价1478.53；最低价1455.86；收盘价1469.37；成交量21345；按开盘价计算当日上涨0.12%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-11-21,600519.SS,1468.431,1473.551,1456.561,1469.691,1469.691,18262.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-11-21 日行情文本摘要,2024-11-21，600519A股交易日行情记录；开盘价1468.43；最高价1473.55；最低价1456.56；收盘价1469.69；成交量18262；按开盘价计算当日上涨0.09%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-11-22,600519.SS,1465.711,1472.331,1432.381,1432.381,1432.381,33436.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-11-22 日行情文本摘要,2024-11-22，600519A股交易日行情记录；开盘价1465.71；最高价1472.33；最低价1432.38；收盘价1432.38；成交量33436；按开盘价计算当日下跌2.27%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-11-23,600519.SS,,,,,,,,,,600519,SSE,CNY,EQUITY,,,,,,0,,,,,
2024-11-24,600519.SS,,,,,,,,,,600519,SSE,CNY,EQUITY,,,,,,0,,,,,
2024-11-25,600519.SS,1435.561,1456.561,1421.231,1423.131,1423.131,33186.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-11-25 日行情文本摘要,2024-11-25，600519A股交易日行情记录；开盘价1435.56；最高价1456.56；最低价1421.23；收盘价1423.13；成交量33186；按开盘价计算当日下跌0.87%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-11-26,600519.SS,1423.131,1443.441,1413.441,1433.561,1433.561,25745.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-11-26 日行情文本摘要,2024-11-26，600519A股交易日行情记录；开盘价1423.13；最高价1443.44；最低价1413.44；收盘价1433.56；成交量25745；按开盘价计算当日上涨0.73%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-11-27,600519.SS,1433.561,1446.711,1429.561,1443.611,1443.611,25934.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-11-27 日行情文本摘要,2024-11-27，600519A股交易日行情记录；开盘价1433.56；最高价1446.71；最低价1429.56；收盘价1443.61；成交量25934；按开盘价计算当日上涨0.70%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-11-28,600519.SS,1446.561,1449.551,1426.561,1442.561,1442.561,23952.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-11-28 日行情文本摘要,2024-11-28，600519A股交易日行情记录；开盘价1446.56；最高价1449.55；最低价1426.56；收盘价1442.56；成交量23952；按开盘价计算当日下跌0.28%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-11-29,600519.SS,1441.561,1479.561,1437.771,1450.301,1450.301,36088.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-11-29 日行情文本摘要,2024-11-29，600519A股交易日行情记录；开盘价1441.56；最高价1479.56；最低价1437.77；收盘价1450.3；成交量36088；按开盘价计算当日上涨0.61%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-11-30,600519.SS,,,,,,,,,,600519,SSE,CNY,EQUITY,,,,,,0,,,,,
2024-12-01,600519.SS,,,,,,,,,,600519,SSE,CNY,EQUITY,,,,,,0,,,,,
2024-12-02,600519.SS,1450.561,1454.551,1439.661,1449.561,1449.561,26820.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-02 日行情文本摘要,2024-12-02，600519A股交易日行情记录；开盘价1450.56；最高价1454.55；最低价1439.66；收盘价1449.56；成交量26820；按开盘价计算当日下跌0.07%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-12-03,600519.SS,1448.561,1453.461,1440.641,1451.301,1451.301,24807.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-03 日行情文本摘要,2024-12-03，600519A股交易日行情记录；开盘价1448.56；最高价1453.46；最低价1440.64；收盘价1451.3；成交量24807；按开盘价计算当日上涨0.19%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-12-04,600519.SS,1444.631,1448.221,1434.561,1444.561,1444.561,23924.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-04 日行情文本摘要,2024-12-04，600519A股交易日行情记录；开盘价1444.63；最高价1448.22；最低价1434.56；收盘价1444.56；成交量23924；按开盘价计算当日下跌0.00%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-12-05,600519.SS,1435.421,1442.421,1434.561,1435.561,1435.561,16141.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-05 日行情文本摘要,2024-12-05，600519A股交易日行情记录；开盘价1435.42；最高价1442.42；最低价1434.56；收盘价1435.56；成交量16141；按开盘价计算当日上涨0.01%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-12-06,600519.SS,1437.561,1463.461,1432.631,1445.571,1445.571,32040.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-06 日行情文本摘要,2024-12-06，600519A股交易日行情记录；开盘价1437.56；最高价1463.46；最低价1432.63；收盘价1445.57；成交量32040；按开盘价计算当日上涨0.56%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-12-07,600519.SS,,,,,,,,,,600519,SSE,CNY,EQUITY,,,,,,0,,,,,
2024-12-08,600519.SS,,,,,,,,,,600519,SSE,CNY,EQUITY,,,,,,0,,,,,
2024-12-09,600519.SS,1446.581,1454.281,1437.761,1443.361,1443.361,19800.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-09 日行情文本摘要,2024-12-09，600519A股交易日行情记录；开盘价1446.58；最高价1454.28；最低价1437.76；收盘价1443.36；成交量19800；按开盘价计算当日下跌0.22%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-12-10,600519.SS,1494.561,1504.291,1469.741,1471.151,1471.151,60312.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-10 日行情文本摘要,2024-12-10，600519A股交易日行情记录；开盘价1494.56；最高价1504.29；最低价1469.74；收盘价1471.15；成交量60312；按开盘价计算当日下跌1.57%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-12-11,600519.SS,1464.561,1479.561,1455.541,1460.161,1460.161,29671.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-11 日行情文本摘要,2024-12-11，600519A股交易日行情记录；开盘价1464.56；最高价1479.56；最低价1455.54；收盘价1460.16；成交量29671；按开盘价计算当日下跌0.30%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-12-12,600519.SS,1456.581,1490.561,1453.561,1490.361,1490.361,41937.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-12 日行情文本摘要,2024-12-12，600519A股交易日行情记录；开盘价1456.58；最高价1490.56；最低价1453.56；收盘价1490.36；成交量41937；按开盘价计算当日上涨2.32%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-12-13,600519.SS,1474.571,1479.551,1443.441,1443.561,1443.561,49512.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-13 日行情文本摘要,2024-12-13，600519A股交易日行情记录；开盘价1474.57；最高价1479.55；最低价1443.44；收盘价1443.56；成交量49512；按开盘价计算当日下跌2.10%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-12-14,600519.SS,,,,,,,,,,600519,SSE,CNY,EQUITY,,,,,,0,,,,,
2024-12-15,600519.SS,,,,,,,,,,600519,SSE,CNY,EQUITY,,,,,,0,,,,,
2024-12-16,600519.SS,1445.561,1453.561,1435.271,1451.761,1451.761,32537.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-16 日行情文本摘要,2024-12-16，600519A股交易日行情记录；开盘价1445.56；最高价1453.56；最低价1435.27；收盘价1451.76；成交量32537；按开盘价计算当日上涨0.43%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-12-17,600519.SS,1450.551,1493.561,1445.571,1482.561,1482.561,54172.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-17 日行情文本摘要,2024-12-17，600519A股交易日行情记录；开盘价1450.55；最高价1493.56；最低价1445.57；收盘价1482.56；成交量54172；按开盘价计算当日上涨2.21%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-12-18,600519.SS,1482.531,1501.561,1471.661,1496.061,1496.061,41162.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-18 日行情文本摘要,2024-12-18，600519A股交易日行情记录；开盘价1482.53；最高价1501.56；最低价1471.66；收盘价1496.06；成交量41162；按开盘价计算当日上涨0.91%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-12-19,600519.SS,1489.701,1492.491,1474.891,1475.571,1475.571,24809.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-19 日行情文本摘要,2024-12-19，600519A股交易日行情记录；开盘价1489.7；最高价1492.49；最低价1474.89；收盘价1475.57；成交量24809；按开盘价计算当日下跌0.95%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-12-20,600519.SS,1479.573,1490.243,1468.463,1470.443,1470.443,28158.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-20 日行情文本摘要,2024-12-20，600519A股交易日行情记录；开盘价1479.57；最高价1490.24；最低价1468.46；收盘价1470.44；成交量28158；按开盘价计算当日下跌0.62%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-12-21,600519.SS,,,,,,,,,,600519,SSE,CNY,EQUITY,,,,,,0,,,,,
2024-12-22,600519.SS,,,,,,,,,,600519,SSE,CNY,EQUITY,,,,,,0,,,,,
2024-12-23,600519.SS,1471.443,1486.443,1465.443,1474.893,1474.893,21603.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-23 日行情文本摘要,2024-12-23，600519A股交易日行情记录；开盘价1471.44；最高价1486.44；最低价1465.44；收盘价1474.89；成交量21603；按开盘价计算当日上涨0.23%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-12-24,600519.SS,1473.443,1492.443,1470.033,1487.263,1487.263,22105.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-24 日行情文本摘要,2024-12-24，600519A股交易日行情记录；开盘价1473.44；最高价1492.44；最低价1470.03；收盘价1487.26；成交量22105；按开盘价计算当日上涨0.94%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-12-25,600519.SS,1487.243,1487.243,1474.543,1478.443,1478.443,17123.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-25 日行情文本摘要,2024-12-25，600519A股交易日行情记录；开盘价1487.24；最高价1487.24；最低价1474.54；收盘价1478.44；成交量17123；按开盘价计算当日下跌0.59%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-12-26,600519.SS,1482.443,1487.223,1471.443,1476.233,1476.233,18287.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-26 日行情文本摘要,2024-12-26，600519A股交易日行情记录；开盘价1482.44；最高价1487.22；最低价1471.44；收盘价1476.23；成交量18287；按开盘价计算当日下跌0.42%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-12-27,600519.SS,1477.343,1484.443,1467.943,1477.413,1477.413,20759.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-27 日行情文本摘要,2024-12-27，600519A股交易日行情记录；开盘价1477.34；最高价1484.44；最低价1467.94；收盘价1477.41；成交量20759；按开盘价计算当日上涨0.00%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-12-28,600519.SS,,,,,,,,,,600519,SSE,CNY,EQUITY,,,,,,0,,,,,
2024-12-29,600519.SS,,,,,,,,,,600519,SSE,CNY,EQUITY,,,,,,0,,,,,
2024-12-30,600519.SS,1482.413,1492.403,1473.443,1473.443,1473.443,25130.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-30 日行情文本摘要,2024-12-30，600519A股交易日行情记录；开盘价1482.41；最高价1492.4；最低价1473.44；收盘价1473.44；成交量25130；按开盘价计算当日下跌0.61%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2024-12-31,600519.SS,1473.843,1493.443,1470.453,1472.443,1472.443,39354.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2024-12-31 日行情文本摘要,2024-12-31，600519A股交易日行情记录；开盘价1473.84；最高价1493.44；最低价1470.45；收盘价1472.44；成交量39354；按开盘价计算当日下跌0.09%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2025-01-01,600519.SS,,,,,,,,,,600519,SSE,CNY,EQUITY,,,,,,0,,,,,
2025-01-02,600519.SS,1472.443,1472.933,1428.443,1436.443,1436.443,50029.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2025-01-02 日行情文本摘要,2025-01-02，600519A股交易日行情记录；开盘价1472.44；最高价1472.93；最低价1428.44；收盘价1436.44；成交量50029；按开盘价计算当日下跌2.44%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2025-01-03,600519.SS,1442.943,1443.433,1415.453,1423.443,1423.443,32628.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2025-01-03 日行情文本摘要,2025-01-03，600519A股交易日行情记录；开盘价1442.94；最高价1443.43；最低价1415.45；收盘价1423.44；成交量32628；按开盘价计算当日下跌1.35%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2025-01-04,600519.SS,,,,,,,,,,600519,SSE,CNY,EQUITY,,,,,,0,,,,,
2025-01-05,600519.SS,,,,,,,,,,600519,SSE,CNY,EQUITY,,,,,,0,,,,,
2025-01-06,600519.SS,1401.443,1411.103,1381.243,1388.443,1388.443,44255.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2025-01-06 日行情文本摘要,2025-01-06，600519A股交易日行情记录；开盘价1401.44；最高价1411.1；最低价1381.24；收盘价1388.44；成交量44255；按开盘价计算当日下跌0.93%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2025-01-07,600519.SS,1393.103,1400.333,1387.443,1388.643,1388.643,24221.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2025-01-07 日行情文本摘要,2025-01-07，600519A股交易日行情记录；开盘价1393.1；最高价1400.33；最低价1387.44；收盘价1388.64；成交量24221；按开盘价计算当日下跌0.32%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2025-01-08,600519.SS,1388.443,1400.263,1375.103,1390.943,1390.943,35258.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2025-01-08 日行情文本摘要,2025-01-08，600519A股交易日行情记录；开盘价1388.44；最高价1400.26；最低价1375.1；收盘价1390.94；成交量35258；按开盘价计算当日上涨0.18%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
2025-01-09,600519.SS,1397.433,1413.023,1381.423,1392.443,1392.443,29706.0,,,tencent,600519,SSE,CNY,EQUITY,,,,,,1,600519 2025-01-09 日行情文本摘要,2025-01-09，600519A股交易日行情记录；开盘价1397.43；最高价1413.02；最低价1381.42；收盘价1392.44；成交量29706；按开盘价计算当日下跌0.36%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充; 用于保证每日行情数据均有对应文本字段
