date,symbol,open,high,low,close,adjclose,volume,dividend,split,data_source,company_name,exchange,currency,instrument_type,market_cap_latest,trailing_pe_latest,forward_pe_latest,fifty_two_week_high_latest,fifty_two_week_low_latest,event_count,event_titles,event_summaries,event_publishers,event_links,event_source_types,external_event_count,generated_event_count,has_external_text,keywords
2025-01-09,000002.SZ,6.93,7.01,6.91,6.95,6.95,674686.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A 2025-01-09 日行情文本摘要,2025-01-09，万科AA股交易日行情记录；开盘价6.93；最高价7.01；最低价6.91；收盘价6.95；成交量674686；按开盘价计算当日上涨0.29%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0,1,0,万科; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-01-10,000002.SZ,6.96,7.03,6.69,6.69,6.69,1338798.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A:关于为融资事项提供担保的公告,提供/对外担保公告,东方财富公告,https://data.eastmoney.com/notices/detail/000002/AN202501091641873663.html,external,1,0,1,万科; 关于为融资事项提供担保的公告; 提供; 对外担保公告
2025-01-11,000002.SZ,,,,,,,,,,万科A,SZSE,CNY,EQUITY,,,,,,0,,,,,,0,0,0,
2025-01-12,000002.SZ,,,,,,,,,,万科A,SZSE,CNY,EQUITY,,,,,,0,,,,,,0,0,0,
2025-01-13,000002.SZ,6.6,6.77,6.55,6.76,6.76,911147.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A 2025-01-13 日行情文本摘要,2025-01-13，万科AA股交易日行情记录；开盘价6.6；最高价6.77；最低价6.55；收盘价6.76；成交量911147；按开盘价计算当日上涨2.42%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0,1,0,万科; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-01-14,000002.SZ,6.76,6.93,6.75,6.91,6.91,1116454.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A 2025-01-14 日行情文本摘要,2025-01-14，万科AA股交易日行情记录；开盘价6.76；最高价6.93；最低价6.75；收盘价6.91；成交量1116454；按开盘价计算当日上涨2.22%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0,1,0,万科; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-01-15,000002.SZ,6.88,6.96,6.79,6.86,6.86,887294.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A 2025-01-15 日行情文本摘要,2025-01-15，万科AA股交易日行情记录；开盘价6.88；最高价6.96；最低价6.79；收盘价6.86；成交量887294；按开盘价计算当日下跌0.29%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0,1,0,万科; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-01-16,000002.SZ,6.9,7.07,6.84,6.88,6.88,1110545.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A:关于为银行贷款事项提供担保的公告,提供/对外担保公告,东方财富公告,https://data.eastmoney.com/notices/detail/000002/AN202501151641938812.html,external,1,0,1,万科; 关于为银行贷款事项提供担保的公告; 提供; 对外担保公告
2025-01-17,000002.SZ,6.58,6.65,6.45,6.63,6.63,3620283.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A 2025-01-17 日行情文本摘要,2025-01-17，万科AA股交易日行情记录；开盘价6.58；最高价6.65；最低价6.45；收盘价6.63；成交量3620283；按开盘价计算当日上涨0.76%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0,1,0,万科; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-01-18,000002.SZ,,,,,,,,,,万科A,SZSE,CNY,EQUITY,,,,,,0,,,,,,0,0,0,
2025-01-19,000002.SZ,,,,,,,,,,万科A,SZSE,CNY,EQUITY,,,,,,0,,,,,,0,0,0,
2025-01-20,000002.SZ,6.6,6.94,6.48,6.85,6.85,2988167.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A:万科企业股份有限公司2021年面向合格投资者公开发行住房租赁专项公司债券(第一期)(品种二)2025年付息公告,其他；一般付息公告,东方财富公告,https://data.eastmoney.com/notices/detail/000002/AN202501201642370363.html,external,1,0,1,万科; 万科企业股份有限公司; 年面向合格投资者公开发行住房租赁专项公司债券; 第一期; 品种二; 年付息公告; 其他; 一般付息公告
2025-01-21,000002.SZ,6.84,7.54,6.82,7.36,7.36,5849397.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A 2025-01-21 日行情文本摘要,2025-01-21，万科AA股交易日行情记录；开盘价6.84；最高价7.54；最低价6.82；收盘价7.36；成交量5849397；按开盘价计算当日上涨7.60%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0,1,0,万科; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-01-22,000002.SZ,7.27,7.36,6.98,7.02,7.02,3448728.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A 2025-01-22 日行情文本摘要,2025-01-22，万科AA股交易日行情记录；开盘价7.27；最高价7.36；最低价6.98；收盘价7.02；成交量3448728；按开盘价计算当日下跌3.44%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0,1,0,万科; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-01-23,000002.SZ,7.15,7.7,7.08,7.36,7.36,4416581.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A:关于为新增银行贷款事项提供担保的公告,提供/对外担保公告,东方财富公告,https://data.eastmoney.com/notices/detail/000002/AN202501221642456126.html,external,1,0,1,万科; 关于为新增银行贷款事项提供担保的公告; 提供; 对外担保公告
2025-01-24,000002.SZ,7.33,7.54,7.21,7.39,7.39,2555024.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,2,万科A:万科企业股份有限公司关于行使“20万科02”公司债券发行人赎回选择权的第一次提示性公告 || 万科A:万科企业股份有限公司关于行使“20万科02”公司债券发行人赎回选择权的公告,其他；赎回提示性公告 || 其他；赎回实施公告,东方财富公告,https://data.eastmoney.com/notices/detail/000002/AN202501241642533012.html || https://data.eastmoney.com/notices/detail/000002/AN202501241642533013.html,external,2,0,1,万科; 万科企业股份有限公司关于行使; 其他; 公司债券发行人赎回选择权的第一次提示性公告; 公司债券发行人赎回选择权的公告; 赎回提示性公告; 赎回实施公告
2025-01-25,000002.SZ,,,,,,,,,,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A:关于为新增贷款提供担保以及已有融资担保进展的公告,提供/对外担保公告,东方财富公告,https://data.eastmoney.com/notices/detail/000002/AN202501241642532131.html,external,1,0,1,万科; 关于为新增贷款提供担保以及已有融资担保进展的公告; 提供; 对外担保公告
2025-01-26,000002.SZ,,,,,,,,,,万科A,SZSE,CNY,EQUITY,,,,,,0,,,,,,0,0,0,
2025-01-27,000002.SZ,7.38,7.56,7.22,7.27,7.27,2151753.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,4,万科A:第二十届董事会第十二次会议决议公告 || 万科A:关于转让红树湾物业开发项目投资收益权暨关联交易公告 || 万科A:关于部分董事、高级管理人员变更的公告 || 万科A:2024年年度业绩预告,高管人员任职变动；董事会决议公告 || 关联交易 || 高管人员任职变动 || 业绩预告,东方财富公告,https://data.eastmoney.com/notices/detail/000002/AN202501271642597135.html || https://data.eastmoney.com/notices/detail/000002/AN202501271642597133.html || https://data.eastmoney.com/notices/detail/000002/AN202501271642597132.html || https://data.eastmoney.com/notices/detail/000002/AN202501271642597134.html,external,4,0,1,万科; 高管人员任职变动; 第二十届董事会第十二次会议决议公告; 关于转让红树湾物业开发项目投资收益权暨关联交易公告; 关于部分董事; 高级管理人员变更的公告; 年年度业绩预告; 董事会决议公告; 关联交易; 业绩预告
2025-01-28,000002.SZ,,,,,,,,,,万科A,SZSE,CNY,EQUITY,,,,,,0,,,,,,0,0,0,
2025-01-29,000002.SZ,,,,,,,,,,万科A,SZSE,CNY,EQUITY,,,,,,0,,,,,,0,0,0,
2025-01-30,000002.SZ,,,,,,,,,,万科A,SZSE,CNY,EQUITY,,,,,,0,,,,,,0,0,0,
2025-01-31,000002.SZ,,,,,,,,,,万科A,SZSE,CNY,EQUITY,,,,,,0,,,,,,0,0,0,
2025-02-01,000002.SZ,,,,,,,,,,万科A,SZSE,CNY,EQUITY,,,,,,0,,,,,,0,0,0,
2025-02-02,000002.SZ,,,,,,,,,,万科A,SZSE,CNY,EQUITY,,,,,,0,,,,,,0,0,0,
2025-02-03,000002.SZ,,,,,,,,,,万科A,SZSE,CNY,EQUITY,,,,,,0,,,,,,0,0,0,
2025-02-04,000002.SZ,,,,,,,,,,万科A,SZSE,CNY,EQUITY,,,,,,0,,,,,,0,0,0,
2025-02-05,000002.SZ,7.05,7.18,6.88,6.97,6.97,2765847.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A 2025-02-05 日行情文本摘要,2025-02-05，万科AA股交易日行情记录；开盘价7.05；最高价7.18；最低价6.88；收盘价6.97；成交量2765847；按开盘价计算当日下跌1.13%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0,1,0,万科; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-06,000002.SZ,6.97,7.16,6.92,7.02,7.02,1868805.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A 2025-02-06 日行情文本摘要,2025-02-06，万科AA股交易日行情记录；开盘价6.97；最高价7.16；最低价6.92；收盘价7.02；成交量1868805；按开盘价计算当日上涨0.72%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0,1,0,万科; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-07,000002.SZ,7.05,7.65,7.01,7.42,7.42,3269216.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A:关于按照《香港上市规则》公布2025年1月证券变动月报表的公告,其他,东方财富公告,https://data.eastmoney.com/notices/detail/000002/AN202502061642840116.html,external,1,0,1,万科; 关于按照; 香港上市规则; 公布; 月证券变动月报表的公告; 其他
2025-02-08,000002.SZ,,,,,,,,,,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A:关于担保进展情况的公告,其他担保公告,东方财富公告,https://data.eastmoney.com/notices/detail/000002/AN202502071642871056.html,external,1,0,1,万科; 关于担保进展情况的公告; 其他担保公告
2025-02-09,000002.SZ,,,,,,,,,,万科A,SZSE,CNY,EQUITY,,,,,,0,,,,,,0,0,0,
2025-02-10,000002.SZ,7.39,7.45,7.27,7.42,7.42,1862258.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A 2025-02-10 日行情文本摘要,2025-02-10，万科AA股交易日行情记录；开盘价7.39；最高价7.45；最低价7.27；收盘价7.42；成交量1862258；按开盘价计算当日上涨0.41%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0,1,0,万科; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-11,000002.SZ,7.46,7.54,7.22,7.24,7.24,1736091.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,2,万科A:关于深铁集团向公司提供股东借款暨关联交易的公告 || 万科A:第二十届董事会第十三次会议决议公告,借贷；关联交易 || 董事会决议公告,东方财富公告,https://data.eastmoney.com/notices/detail/000002/AN202502101642947475.html || https://data.eastmoney.com/notices/detail/000002/AN202502101642947473.html,external,2,0,1,万科; 关于深铁集团向公司提供股东借款暨关联交易的公告; 第二十届董事会第十三次会议决议公告; 借贷; 关联交易; 董事会决议公告
2025-02-12,000002.SZ,7.25,7.96,7.13,7.96,7.96,3797390.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A 2025-02-12 日行情文本摘要,2025-02-12，万科AA股交易日行情记录；开盘价7.25；最高价7.96；最低价7.13；收盘价7.96；成交量3797390；按开盘价计算当日上涨9.79%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0,1,0,万科; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-13,000002.SZ,7.79,8.22,7.7,7.97,7.97,5741530.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A 2025-02-13 日行情文本摘要,2025-02-13，万科AA股交易日行情记录；开盘价7.79；最高价8.22；最低价7.7；收盘价7.97；成交量5741530；按开盘价计算当日上涨2.31%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0,1,0,万科; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-14,000002.SZ,7.93,8.05,7.71,7.81,7.81,2629994.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A 2025-02-14 日行情文本摘要,2025-02-14，万科AA股交易日行情记录；开盘价7.93；最高价8.05；最低价7.71；收盘价7.81；成交量2629994；按开盘价计算当日下跌1.51%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0,1,0,万科; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-15,000002.SZ,,,,,,,,,,万科A,SZSE,CNY,EQUITY,,,,,,0,,,,,,0,0,0,
2025-02-16,000002.SZ,,,,,,,,,,万科A,SZSE,CNY,EQUITY,,,,,,0,,,,,,0,0,0,
2025-02-17,000002.SZ,7.75,7.87,7.62,7.68,7.68,2245271.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A 2025-02-17 日行情文本摘要,2025-02-17，万科AA股交易日行情记录；开盘价7.75；最高价7.87；最低价7.62；收盘价7.68；成交量2245271；按开盘价计算当日下跌0.90%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0,1,0,万科; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-18,000002.SZ,7.64,7.76,7.47,7.52,7.52,2009495.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,2,万科A:万科企业股份有限公司关于行使“20万科02”发行人赎回选择权的第二次提示性公告 || 万科A:中信证券股份有限公司关于万科企业股份有限公司公司债券临时受托管理事务报告,其他；赎回提示性公告 || 其他；受托管理事务临时报告,东方财富公告,https://data.eastmoney.com/notices/detail/000002/AN202502181643210000.html || https://data.eastmoney.com/notices/detail/000002/AN202502181643210001.html,external,2,0,1,万科; 其他; 万科企业股份有限公司关于行使; 发行人赎回选择权的第二次提示性公告; 中信证券股份有限公司关于万科企业股份有限公司公司债券临时受托管理事务报告; 赎回提示性公告; 受托管理事务临时报告
2025-02-19,000002.SZ,7.5,7.72,7.48,7.65,7.65,1809175.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A:关于投资设立万新金石(厦门)住房租赁基金的公告,投资设立公司,东方财富公告,https://data.eastmoney.com/notices/detail/000002/AN202502181643209160.html,external,1,0,1,万科; 关于投资设立万新金石; 厦门; 住房租赁基金的公告; 投资设立公司
2025-02-20,000002.SZ,7.59,7.6,7.49,7.52,7.52,1370247.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A 2025-02-20 日行情文本摘要,2025-02-20，万科AA股交易日行情记录；开盘价7.59；最高价7.6；最低价7.49；收盘价7.52；成交量1370247；按开盘价计算当日下跌0.92%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0,1,0,万科; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-21,000002.SZ,7.53,7.73,7.49,7.62,7.62,1935129.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A 2025-02-21 日行情文本摘要,2025-02-21，万科AA股交易日行情记录；开盘价7.53；最高价7.73；最低价7.49；收盘价7.62；成交量1935129；按开盘价计算当日上涨1.20%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0,1,0,万科; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-22,000002.SZ,,,,,,,,,,万科A,SZSE,CNY,EQUITY,,,,,,3,万科A:境内同步披露公告 || 万科A:关于深铁集团向公司提供42亿元借款暨关联交易的公告 || 万科A:第二十届董事会第十四次会议决议公告,其他 || 借贷；关联交易 || 董事会决议公告,东方财富公告,https://data.eastmoney.com/notices/detail/000002/AN202502211643366202.html || https://data.eastmoney.com/notices/detail/000002/AN202502211643366204.html || https://data.eastmoney.com/notices/detail/000002/AN202502211643366203.html,external,3,0,1,万科; 境内同步披露公告; 关于深铁集团向公司提供; 亿元借款暨关联交易的公告; 第二十届董事会第十四次会议决议公告; 其他; 借贷; 关联交易; 董事会决议公告
2025-02-23,000002.SZ,,,,,,,,,,万科A,SZSE,CNY,EQUITY,,,,,,0,,,,,,0,0,0,
2025-02-24,000002.SZ,7.66,8.07,7.66,7.82,7.82,3175918.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A 2025-02-24 日行情文本摘要,2025-02-24，万科AA股交易日行情记录；开盘价7.66；最高价8.07；最低价7.66；收盘价7.82；成交量3175918；按开盘价计算当日上涨2.09%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0,1,0,万科; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-25,000002.SZ,7.75,7.86,7.67,7.68,7.68,1771480.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A 2025-02-25 日行情文本摘要,2025-02-25，万科AA股交易日行情记录；开盘价7.75；最高价7.86；最低价7.67；收盘价7.68；成交量1771480；按开盘价计算当日下跌0.90%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0,1,0,万科; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日下跌; 该条为程序根据当日; ohlcv; 行情生成的文本补充
2025-02-26,000002.SZ,7.71,7.86,7.7,7.84,7.84,1941436.0,,,tencent,万科A,SZSE,CNY,EQUITY,,,,,,1,万科A 2025-02-26 日行情文本摘要,2025-02-26，万科AA股交易日行情记录；开盘价7.71；最高价7.86；最低价7.7；收盘价7.84；成交量1941436；按开盘价计算当日上涨1.69%；该条为程序根据当日OHLCV行情生成的文本补充，用于保证每日行情数据均有对应文本字段；不代表外部新闻报道。,程序生成行情文本摘要,,generated_ohlcv_summary,0,1,0,万科; 日行情文本摘要; 股交易日行情记录; 开盘价; 最高价; 最低价; 收盘价; 成交量; 按开盘价计算当日上涨; 该条为程序根据当日; ohlcv; 行情生成的文本补充
